n,rumble,-0.375;
n,semibreve,0.0;
n,pomacentridae,0.0;
n,semivowel,-0.125;
n,tamarin,0.0;
a,anomalous,0.0;
n,noviciate,0.0;
n,drawing,0.0;
n,supervision,0.0;
n,bmr,0.0;
n,garner,0.0;
n,militarisation,0.0;
n,sensitizer,0.0;
n,leftism,0.0;
n,infusion,0.0;
a,ho-hum,-0.25;
n,laurel,0.0;
n,percale,0.0;
n,crocethia,0.0;
n,ketamine,0.0;
n,inoculation,0.125;
a,prophetic,-0.125;
n,sarcodinian,0.0;
n,maidu,0.0;
n,gong,0.0;
a,multiparous,0.125;
n,momordica,0.0;
v,admonish,0.375;
n,onus,-0.875;
n,inconsistency,0.0;
n,dehiscence,0.0;
n,function,0.0;
n,proboscidea,0.0;
n,culbertson,0.0;
n,mountaineer,0.0;
a,allopathic,0.0;
n,austro-asiatic,0.0;
n,autobiographer,0.0;
n,crataegus,0.0;
n,blowhole,0.0;
n,instigant,-0.5;
n,wolframite,0.0;
a,none,-0.5;
n,deliquium,-0.75;
n,lanugo,0.0;
a,liberalistic,0.0;
n,connection,-0.125;
n,helsinki,0.0;
a,ridged,0.0;
n,vertex,0.125;
n,iron,0.0;
n,flush,0.375;
n,transfusion,0.0;
n,roebuck,0.0;
n,anamorphism,0.0;
v,manure,0.0;
n,ejector,0.0;
r,limply,0.0;
n,blazing,0.375;
n,cetorhinus,0.0;
n,thrash,-0.125;
n,limitation,0.25;
a,expeditionary,0.0;
a,half-hourly,0.0;
a,thirty-fifth,0.0;
n,hubbub,0.0;
n,jimhickey,1.5;
n,bufferin,0.375;
v,overfill,0.0;
n,amphimixis,0.0;
n,boloney,0.0;
n,employment,0.0;
n,cyclooxygenase,0.0;
n,right-handedness,0.0;
a,staminate,0.375;
r,deservedly,0.0;
a,digital,0.125;
n,schonberg,0.0;
n,silurid,0.0;
n,forebrain,0.0;
n,fungible,0.25;
n,selling,0.0;
a,methylated,0.0;
n,inevitableness,0.125;
a,forty-first,0.0;
n,chancroid,0.0;
n,silver,0.0;
n,half-slip,-0.125;
a,squinting,0.125;
n,kanchanjanga,0.0;
n,ossiculum,0.0;
n,ojibwa,0.0;
n,methedrine,0.0;
n,ordure,0.0;
n,catostomidae,0.0;
n,argentinian,0.0;
a,all-night,0.0;
n,analphabet,-0.125;
n,bidens,0.0;
n,interception,0.0;
n,saint-bernard's-lily,0.0;
n,longways,0.0;
n,ransom,0.0;
n,strabismus,-0.25;
n,liqueur,0.25;
a,septal,0.0;
v,merit,0.625;
n,mother-of-pearl,0.0;
n,mysidae,0.0;
a,olive-grey,0.0;
n,barrage,0.0;
n,salutatory,0.375;
n,anastomus,0.0;
a,ionic,0.0;
v,sin,-0.5;
a,argentinian,0.0;
a,flossy,0.0;
n,ratchet,0.0;
v,conjoin,0.0;
a,unartistic,-0.375;
n,athlete,0.0;
a,epiphyseal,0.0;
n,mormons,0.0;
n,nonmetal,-0.25;
a,maximal,0.25;
n,numbat,0.0;
n,da'wah,0.0;
r,unstintingly,0.25;
n,haemostasis,0.0;
n,vilification,-0.875;
a,interest-bearing,0.0;
v,lollop,0.0;
v,homer,0.0;
a,exciting,0.625;
n,robe-de-chambre,0.0;
a,decentralized,0.0;
v,grovel,0.0;
n,heath,0.0;
n,comenius,0.0;
n,spurring,0.0;
n,geode,0.0;
a,nugatory,0.25;
n,heavyweight,0.0;
n,aire,0.0;
n,patriarchate,0.0;
n,leakey,0.0;
n,architecture,0.0;
n,slackness,-0.5;
n,unpretentiousness,-0.125;
n,whatsis,0.0;
n,cytologist,0.0;
a,callable,0.0;
n,propanal,-0.125;
n,drafting,0.0;
n,sgml,0.0;
n,sanyasi,0.0;
a,eery,-0.125;
n,demoralisation,-0.25;
n,gerres,0.0;
n,pahautea,0.125;
n,salmonberry,0.0;
n,assenter,0.0;
v,flump,0.0;
n,echocardiography,0.0;
v,intromit,0.0;
v,groan,-0.875;
n,polytonalism,0.0;
n,constituency,0.0;
n,premix,0.0;
n,shandy,0.0;
n,dearness,0.375;
n,mr,0.0;
n,epiglottis,0.0;
n,frieze,0.0;
a,charitable,1.25;
n,growth,-0.5;
n,quasiparticle,0.0;
n,automeris,0.0;
a,forty-two,0.0;
v,obstruct,0.0;
n,vinca,-0.375;
n,paraleipsis,0.125;
n,ethene,0.0;
a,anicteric,0.25;
n,sarcoscyphaceae,0.0;
a,prandial,0.0;
n,babiroussa,0.0;
n,fifteen,0.0;
a,aluminiferous,0.0;
n,notation,0.0;
n,pol,0.0;
v,vamoose,0.0;
n,cisco,0.0;
n,saintpaulia,0.0;
n,disconnection,-0.25;
n,godsend,0.375;
a,gainful,0.5;
n,endocarditis,-0.375;
n,uintatheriidae,0.0;
n,bridle,0.0;
a,sabahan,0.0;
n,parson,0.0;
n,majors,0.125;
v,reject,-1.0;
r,unhappily,-1.25;
a,unwholesome,-0.625;
n,aliterate,0.0;
a,multipotent,0.0;
n,tenseness,-0.25;
n,roomful,0.0;
v,miniate,0.0;
n,mbeya,0.0;
a,slanting,0.0;
a,apterous,-0.125;
r,unenthusiastically,0.375;
n,hisser,-0.5;
n,lampris,-0.125;
n,bacillaceae,0.0;
n,peary,0.0;
a,ventricular,0.0;
a,unforgettable,-0.375;
n,cretaceous,0.125;
a,sensitized,-0.25;
n,ex-boyfriend,-0.25;
n,jak,0.0;
n,differential,-0.125;
n,flub,-0.375;
n,rosicrucian,0.0;
r,improvidently,0.25;
n,thripid,0.0;
r,comparatively,0.0;
a,incipient,0.0;
r,rearward,0.0;
n,caliche,0.0;
a,mellow,1.125;
n,tagus,0.0;
n,husserl,0.0;
n,individualist,0.0;
a,amaranthine,-0.25;
n,enlarger,0.0;
a,watercress,0.0;
n,diploma,0.0;
a,nameless,0.0;
a,slaveholding,0.0;
n,metathesis,0.0;
v,suit,2.125;
a,vested,0.125;
n,ferrara,0.0;
a,zionist,0.0;
n,advertizing,0.0;
a,tubelike,0.0;
n,hooter,0.0;
a,porticoed,0.375;
n,toxemia,-0.375;
a,middlemost,0.375;
n,duchy,0.125;
v,preclude,0.25;
n,prodigal,0.25;
n,elution,0.0;
n,wrangle,-0.125;
n,owner-driver,0.0;
n,beekeeper,0.0;
n,hoopoe,0.0;
n,demimonde,-0.625;
a,collegiate,0.0;
n,laryngitis,-0.5;
n,pyxidium,0.0;
n,communicating,0.0;
n,cycnoches,0.0;
n,earthnut,0.0;
a,inimitable,-0.25;
n,mcgraw,0.0;
n,hancock,0.0;
a,belowground,0.0;
a,plentiful,0.125;
r,philanthropically,0.25;
n,splinters,0.0;
a,bullheaded,-0.5;
n,oka,0.0;
a,appressed,0.0;
a,unfertilized,-0.75;
a,almighty,0.125;
a,uninfluenced,-0.375;
v,curb,0.0;
a,paired,0.375;
n,parallelopiped,0.0;
n,mantle,0.0;
a,self-absorbed,0.5;
v,dwarf,0.0;
n,gerardia,0.0;
n,variant,0.0;
n,saqqara,0.0;
a,watchful,-0.125;
n,duration,0.0;
n,cosec,0.0;
n,arroyo,0.0;
n,mesothelium,0.0;
n,dodge,-0.5;
n,xanthophyll,0.0;
n,dillydallier,0.0;
n,ideograph,-0.125;
a,audacious,1.125;
v,surface-mine,0.0;
n,sporran,0.0;
n,warmonger,0.0;
a,held,0.0;
a,acerate,0.0;
r,receptively,0.125;
a,germfree,0.625;
a,sequential,0.0;
n,hydrophobicity,-0.25;
a,inclusive,0.0;
a,insulting,-0.625;
n,smalley,0.0;
n,crypt,0.0;
a,original,-0.5;
n,gentleman-at-arms,0.0;
n,realist,-0.625;
n,inutility,0.125;
a,endermic,-0.125;
n,adventure,0.25;
v,interbreed,0.0;
n,primus,0.0;
n,obviousness,0.0;
a,witty,0.5;
a,fractious,-1.375;
a,loquacious,-0.125;
n,spirochaetaceae,0.0;
a,viselike,0.0;
n,loquacity,0.125;
a,carnassial,0.25;
a,naturistic,0.125;
n,scurrility,-0.875;
a,dandified,0.375;
n,rotl,0.0;
n,midgrass,0.0;
n,hackbut,0.0;
n,hydrolith,0.0;
a,petrous,-0.25;
a,unembellished,-0.125;
n,guinevere,0.0;
v,critique,0.0;
v,adhere,0.75;
a,ingratiating,0.875;
n,genseric,0.0;
n,phyllodoce,0.0;
a,futureless,-0.625;
n,botch,-0.375;
n,counterrevolutionist,0.0;
a,defeasible,0.5;
n,kolkata,0.0;
n,caspar,0.0;
n,inclinometer,0.25;
n,opening,0.25;
a,consecrated,0.125;
v,streak,0.0;
n,hogg,0.125;
n,hydroid,0.0;
n,hanging,0.0;
n,gravy,0.375;
a,nonconcentric,-0.5;
n,talaria,0.0;
n,zulu,0.0;
a,sublimate,0.375;
r,histologically,0.0;
n,corm,0.0;
n,agouti,0.0;
n,trudger,0.375;
v,degrease,0.0;
n,godlessness,-0.375;
n,synodontidae,0.0;
n,wren,0.0;
n,chiseler,0.0;
n,shute,0.0;
a,chantlike,-0.125;
n,methacholine,0.0;
a,monocled,-0.25;
a,braky,-0.75;
a,mulish,-0.125;
v,tissue,0.0;
a,predacious,0.0;
a,subversive,0.0;
n,entomophthora,-0.125;
v,rebroadcast,0.0;
a,micrometeoric,0.0;
n,aconitum,0.0;
n,catamenia,0.0;
a,fimbriate,0.375;
a,nominalistic,0.0;
a,expansible,0.5;
n,rowlock,0.0;
a,unrelaxed,-0.375;
a,oceanic,-0.125;
n,decametre,0.0;
n,underlayment,0.0;
n,simmering,0.0;
a,later,0.0;
a,padded,0.0;
r,jealously,0.25;
n,hemiascomycetes,0.0;
v,sully,0.125;
v,concoct,0.0;
n,devisor,0.0;
v,cage,0.0;
v,decriminalize,0.0;
v,quickstep,0.0;
a,full-bodied,0.0;
a,hook-nosed,0.0;
a,perennial,0.125;
v,opalise,0.0;
n,quadriplegic,-0.125;
n,musjid,0.0;
r,morosely,0.25;
n,optometrist,0.0;
n,kalotermitidae,0.0;
n,periploca,0.0;
n,absolutism,-0.75;
n,issachar,0.0;
n,pedaler,0.0;
n,indubitability,0.125;
n,medroxyprogesterone,0.0;
a,unreformable,-1.375;
r,involuntarily,0.0;
n,khi,0.0;
a,harp-shaped,0.0;
n,twofer,0.0;
n,protactinium,0.0;
n,dickey-seat,0.0;
v,bungle,-0.375;
n,mossback,-0.375;
n,bryaceae,0.0;
a,alveolate,0.0;
v,despond,0.375;
n,parvenu,-0.25;
a,second-year,0.0;
a,unquotable,-0.5;
r,unrealistically,0.25;
n,cobble,0.0;
n,acetaldehyde,0.0;
n,maori,0.0;
n,rabat,0.0;
a,nonwashable,0.0;
n,sleuth,0.0;
n,piedmont,0.0;
a,sempiternal,0.0;
n,magniloquence,0.0;
n,astrometry,0.0;
r,abruptly,0.0;
n,mantelet,-0.125;
n,methamphetamine,0.0;
n,thorndike,0.0;
a,consenting,0.375;
n,candlepower,-0.125;
n,sevilla,0.0;
n,depersonalisation,0.0;
n,turgenev,0.0;
n,mycophagist,0.0;
n,najas,-0.125;
n,sophism,0.0;
a,hardbacked,-0.125;
a,three-petalled,0.0;
n,dawdler,0.0;
a,anthropological,0.0;
n,photoengraving,0.0;
n,chemnitz,0.0;
n,moa,-0.125;
a,trabeate,0.0;
n,fraction,0.0;
n,choke,0.0;
n,oysterfish,0.0;
a,self-colored,0.0;
n,nutritiousness,0.875;
r,collect,0.0;
a,surpassing,0.875;
a,probationary,-0.625;
n,mastoid,0.0;
n,no-brainer,0.375;
a,home-style,0.0;
a,cartographical,0.0;
n,advertisement,0.0;
a,real,0.125;
n,canvas,0.0;
n,yielder,0.0;
n,trench,0.0;
n,bethlehem-judah,0.0;
n,antipodes,0.0;
v,traffic,0.0;
n,protohippus,0.0;
n,christmastime,0.0;
n,knockdown,0.0;
n,charade,0.0;
n,sense,0.75;
n,varanus,-0.125;
n,cognate,0.0;
n,oxidoreduction,0.0;
n,caesura,0.0;
a,alpestrine,0.5;
a,maroon-purple,0.0;
n,lion,0.0;
n,hybanthus,0.0;
n,champagne-ardenne,0.0;
a,unkept,-0.125;
v,localize,0.0;
a,hypognathous,-0.125;
n,kanamycin,-0.5;
n,ada,0.0;
n,limelight,0.0;
n,electromagnetism,0.0;
n,rainfall,0.0;
n,replacing,0.0;
a,v,0.0;
a,boxlike,-0.125;
v,fecundate,0.125;
n,pacificist,0.0;
n,pederasty,0.0;
n,teaching,0.5;
n,microgametophyte,0.0;
a,oxidative,0.0;
a,sharp-limbed,0.125;
n,nooky,0.0;
a,approbatory,0.5;
a,light-hearted,0.625;
n,stay,0.0;
n,parkway,0.0;
n,conospermum,0.0;
a,dragging,-0.375;
a,solid-coloured,0.0;
n,dendroctonus,0.0;
n,strigiformes,0.0;
a,left-hand,0.0;
n,towner,0.0;
n,plight,-0.125;
n,mind,1.0;
a,waste,0.0;
n,eyesore,-0.5;
n,tiebreaker,0.0;
a,discalceate,0.0;
r,largo,0.0;
n,framing,0.5;
n,clod,0.0;
n,contraindication,0.0;
v,cypher,0.0;
n,austria,0.0;
a,corbelled,0.0;
n,snobbism,-0.375;
a,stalwart,1.125;
r,intently,-0.125;
n,platyrrhinian,0.0;
v,westernise,0.0;
r,nowise,0.0;
n,shemozzle,-0.125;
a,blear,0.0;
v,dropkick,0.0;
n,beheading,0.0;
n,lambertia,0.0;
n,heartlessness,-0.625;
a,friendly,1.5;
n,payena,0.0;
n,wellbeing,0.75;
a,semiformal,-0.375;
n,adelie,0.0;
n,forfeiture,0.125;
a,synchronised,0.0;
n,letterman,0.0;
v,yield,0.125;
a,whiny,-0.75;
n,steerage,0.0;
n,fume,0.0;
n,tippet,0.0;
n,profundity,0.75;
n,fugaciousness,0.0;
n,reenlistment,0.625;
n,arability,0.125;
a,pyrochemical,0.0;
r,thinly,-0.375;
a,amelioratory,-0.125;
n,cleistes,0.0;
v,franchise,0.0;
n,microeconomist,0.0;
a,dismissive,-0.5;
n,calystegia,0.0;
n,chlamydiaceae,-0.125;
a,palmlike,0.0;
v,wattle,0.0;
n,innings,0.0;
n,drawstring,0.0;
n,campfire,0.0;
n,trenchancy,0.25;
n,recombinant,0.0;
n,laboriousness,-0.125;
n,biddy,0.0;
n,buffalo,0.0;
n,propanolol,0.0;
n,nydrazid,-0.125;
v,ill-use,-0.75;
v,lube,0.125;
n,hothouse,0.375;
n,hem,0.0;
a,unsaponified,-0.125;
n,sentimentalism,0.5;
a,unskilled,-1.0;
a,liii,0.0;
a,matted,-0.25;
n,overspill,0.0;
n,hollowness,-0.5;
r,spiritedly,0.625;
a,octogenarian,0.375;
n,ovariectomy,0.0;
a,pedunculate,-0.125;
a,middling,-0.375;
n,multiplicand,0.0;
a,honey,0.0;
n,clapper,0.0;
n,breakup,0.0;
v,foredate,0.0;
v,ambush,0.0;
v,unify,0.0;
a,main,0.25;
n,beech,0.0;
n,hindsight,0.125;
n,encyclopaedist,0.0;
v,queen,0.0;
n,angiology,0.0;
n,splash-guard,0.0;
v,digest,-0.5;
n,corpulency,-0.5;
n,grease-gun,0.0;
n,karyolysis,0.0;
r,disgracefully,0.0;
n,donatus,0.0;
n,destiny,0.0;
n,ophiophagus,0.0;
n,radiosensitivity,0.0;
n,acanthophis,0.0;
n,tebibit,0.0;
a,mail-cheeked,0.0;
n,titer,0.0;
n,banns,0.0;
n,penance,0.0;
n,gynura,0.0;
a,postmortem,-0.125;
n,reprieve,-0.75;
v,flourish,0.25;
n,viminaria,0.0;
n,shellflower,0.0;
n,echidna,0.0;
a,diminutive,0.0;
a,paneled,-0.125;
n,convocation,0.0;
n,crab,-0.125;
n,alaska,0.0;
n,devising,0.0;
n,sublimaze,0.0;
v,pour,-0.125;
n,striker,0.0;
n,rendezvous,0.0;
n,nevada,0.0;
a,dramaturgical,0.0;
n,tapir,0.0;
a,breasted,0.0;
n,diminutive,0.0;
n,self-education,0.0;
n,dyscrasia,0.0;
a,high-priced,0.5;
a,childly,0.0;
a,scrubbed,-0.125;
a,turkey-sized,0.125;
n,self-aggrandisement,0.0;
n,congee,0.125;
n,ka,0.0;
a,well-fed,0.0;
a,monied,-0.125;
r,dolce,0.0;
n,babysitting,0.0;
a,single-stranded,0.0;
n,calliper,0.0;
n,houhere,0.0;
a,unbreakable,-0.625;
v,reconsecrate,0.0;
n,paranoiac,-0.375;
n,plastic,0.0;
n,postcava,0.0;
v,envision,-0.125;
n,sirrah,-0.375;
n,benjamin,-0.125;
a,hemimetabolic,-0.25;
n,zoolatry,-0.125;
a,fair,1.0;
n,struthionidae,0.0;
a,resuscitated,0.25;
v,ditch,0.0;
a,andante,0.0;
n,lorgnette,0.125;
n,lyonnais,0.0;
n,tigon,0.0;
v,skyjack,0.0;
n,peavey,0.125;
a,animist,0.0;
n,pinole,0.0;
n,jewison,0.0;
a,vast,-0.125;
a,correctional,0.25;
n,arilus,0.0;
n,foot,0.0;
n,arng,0.0;
n,bioengineering,0.0;
a,semipermanent,0.0;
n,jadeite,0.0;
a,nonverbal,0.0;
n,plantaginaceae,0.0;
a,cognitive,0.0;
n,scrubbiness,-0.125;
n,vinson,0.0;
v,dig,0.0;
v,doff,0.0;
a,expressed,0.5;
n,adsorption,0.0;
v,woo,0.375;
v,keep,-0.625;
n,chicano,0.0;
n,disgust,0.0;
n,objurgation,-0.125;
a,antler-like,-0.125;
a,seventy-three,0.0;
n,standby,0.375;
v,syncretise,0.0;
n,fingertip,0.0;
n,stagnancy,-0.5;
n,osteotomy,0.0;
n,evolutionist,0.0;
n,beerbohm,0.0;
a,frugal,-0.25;
n,response,0.625;
n,guestroom,0.0;
n,appetiser,0.0;
n,tour,0.0;
a,aquatic,0.0;
n,plugboard,0.0;
n,escarpment,0.0;
a,stout-billed,0.25;
